Район,Сокращённое название,Полное название,Тип организации,ИНН,Адрес одной строкой как в ЕГРЮЛ,Координаты,Статус организации,Дата последних изменений,Дата регистрации,КПП,ОГРН,Дата выдачи ОГРН,ОКАТО,ОКТМО,ОКПО,ОКОГУ,ОКФС,ОКВЭД,Версия справочника ОКВЭД (2001 или 2014),Код ОКОПФ,Полное название ОПФ,Краткое название ОПФ,"Версия справочника ОКОПФ (99, 2012 или 2014)",Должность руководителя,ФИО руководителя,Количество филиалов,Тип подразделения
Воронеж,"МБОУ ГИМНАЗИЯ ""УВК № 1""","МУНИЦИПАЛЬНОЕ БЮДЖЕТНОЕ ОБЩЕОБРАЗОВАТЕЛЬНОЕ УЧРЕЖДЕНИЕ ГИМНАЗИЯ ""УЧЕБНО-ВОСПИТАТЕЛЬНЫЙ КОМПЛЕКС № 1""",общеобразовательная организация,3662053200,"394088, ВОРОНЕЖСКАЯ ОБЛАСТЬ, Г. ВОРОНЕЖ, УЛ. БЕГОВАЯ, Д.176, --, --","51.6977701, 39.1364937",действующая,30-01-2025,10-03-1999,366201001,1023601578582,17-12-2002,20401000000,20701000001,49759860,4210007,14,85.13,2014,75403,Муниципальное бюджетное учреждение,МБУ,2014,ДИРЕКТОР,Алексеева Елена Николаевна,0,головная организация
Воронеж,МБОУ ГИМНАЗИЯ № 10,МУНИЦИПАЛЬНОЕ БЮДЖЕТНОЕ ОБЩЕОБРАЗОВАТЕЛЬНОЕ УЧРЕЖДЕНИЕ ГИМНАЗИЯ № 10,общеобразовательная организация,3662069360,"394077, ВОРОНЕЖСКАЯ ОБЛАСТЬ, Г. ВОРОНЕЖ, УЛ. ХОЛЬЗУНОВА, Д.70","51.702891, 39.16764",действующая,14-01-2025,11-02-2002,366201001,1033600019397,28-01-2003,20401000000,20701000001,49759682,4210007,14,85.14,2014,75403,Муниципальное бюджетное учреждение,МБУ,2014,Директор,Соломаха Ирина Владимировна,0,головная организация
Воронеж,МБОУ ГИМНАЗИЯ № 5,МУНИЦИПАЛЬНОЕ БЮДЖЕТНОЕ ОБЩЕОБРАЗОВАТЕЛЬНОЕ УЧРЕЖДЕНИЕ ГИМНАЗИЯ № 5,общеобразовательная организация,3663040370,"394029, ВОРОНЕЖСКАЯ ОБЛАСТЬ, Г. ВОРОНЕЖ, УЛ. ПОЛИНЫ ОСИПЕНКО, Д.4","51.6426066, 39.2391008",действующая,12-02-2025,15-05-1997,366301001,1023601583741,23-12-2002,20401000000,20701000001,45964391,4210007,14,85.14,2014,75403,Муниципальное бюджетное учреждение,МБУ,2014,ДИРЕКТОР,Болгова Марина Андреевна,0,головная организация
Воронеж,МБОУ ГИМНАЗИЯ № 6,МУНИЦИПАЛЬНОЕ БЮДЖЕТНОЕ ОБЩЕОБРАЗОВАТЕЛЬНОЕ УЧРЕЖДЕНИЕ ГИМНАЗИЯ № 6,общеобразовательная организация,3665036186,"394027, ВОРОНЕЖСКАЯ ОБЛАСТЬ, Г. ВОРОНЕЖ, УЛ. МАШИНОСТРОИТЕЛЕЙ, Д.88","51.669115, 39.151525",действующая,03-02-2025,12-03-1998,366501001,1023601578153,16-12-2002,20401000000,20701000001,25745014,4210007,14,85.13,2014,75403,Муниципальное бюджетное учреждение,МБУ,2014,ДИРЕКТОР,Никулин Александр Ильич,0,головная организация
Воронеж,МБОУ ГИМНАЗИЯ № 7 ИМ. ВОРОНЦОВА В.М.,МУНИЦИПАЛЬНОЕ БЮДЖЕТНОЕ ОБЩЕОБРАЗОВАТЕЛЬНОЕ УЧРЕЖДЕНИЕ ГИМНАЗИЯ № 7 ИМ. ВОРОНЦОВА В.М.,общеобразовательная организация,3663039745,"394008, ВОРОНЕЖСКАЯ ОБЛАСТЬ, Г. ВОРОНЕЖ, УЛ. РОСТОВСКАЯ, Д.36","51.612664, 39.245753",действующая,07-02-2025,26-08-1997,366301001,1033600047271,10-02-2003,20401000000,20701000001,45971528,4210007,14,85.14,2014,75403,Муниципальное бюджетное учреждение,МБУ,2014,ДИРЕКТОР,Последова Татьяна Леонидовна,0,головная организация
Воронеж,МБОУ ГИМНАЗИЯ № 9,МУНИЦИПАЛЬНОЕ БЮДЖЕТНОЕ ОБЩЕОБРАЗОВАТЕЛЬНОЕ УЧРЕЖДЕНИЕ ГИМНАЗИЯ № 9,общеобразовательная организация,3661018370,"394042, ВОРОНЕЖСКАЯ ОБЛАСТЬ, Г. ВОРОНЕЖ, УЛ. МИНСКАЯ, Д.23","51.6805352, 39.2654319",действующая,10-02-2025,01-06-1998,366101001,1023601559101,18-11-2002,20401000000,20701000001,49745622,4210007,14,85.14,2014,75403,Муниципальное бюджетное учреждение,МБУ,2014,ДИРЕКТОР,Черкасова Ирина Викторовна,0,головная организация
Воронеж,МБОУ ГИМНАЗИЯ №2,МУНИЦИПАЛЬНОЕ БЮДЖЕТНОЕ ОБЩЕОБРАЗОВАТЕЛЬНОЕ УЧРЕЖДЕНИЕ ГИМНАЗИЯ №2,общеобразовательная организация,3662070245,"394077, ВОРОНЕЖСКАЯ ОБЛАСТЬ, Г. ВОРОНЕЖ, ПР-КТ МОСКОВСКИЙ, Д.121","51.71489, 39.177182",действующая,02-04-2025,18-01-1999,366201001,1033600028505,03-02-2003,20401000000,20701000001,56449380,4210007,14,85.13,2014,75403,Муниципальное бюджетное учреждение,МБУ,2014,ДИРЕКТОР,Сарычева Галина Кимовна,0,головная организация
Воронеж,МБОУ ГИМНАЗИЯ ИМ. А. ПЛАТОНОВА,МУНИЦИПАЛЬНОЕ БЮДЖЕТНОЕ ОБЩЕОБРАЗОВАТЕЛЬНОЕ УЧРЕЖДЕНИЕ ГИМНАЗИЯ ИМЕНИ АНДРЕЯ ПЛАТОНОВА,общеобразовательная организация,3663031753,"394004, ВОРОНЕЖСКАЯ ОБЛАСТЬ, Г ВОРОНЕЖ, НАБ АВИАСТРОИТЕЛЕЙ, Д. 30А","51.6441964, 39.2342491",действующая,27-10-2025,29-09-1999,366301001,1023601542535,14-10-2002,20401000000,20701000001,51713747,4210007,14,85.13,2014,75403,Муниципальное бюджетное учреждение,МБУ,2014,директор,Бондарева Татьяна Ярославовна,0,головная организация
Воронеж,МБОУ ГИМНАЗИЯ ИМ. А.В. КОЛЬЦОВА,МУНИЦИПАЛЬНОЕ БЮДЖЕТНОЕ ОБЩЕОБРАЗОВАТЕЛЬНОЕ УЧРЕЖДЕНИЕ ГИМНАЗИЯ ИМЕНИ А.В. КОЛЬЦОВА,общеобразовательная организация,3666050909,"394018, ВОРОНЕЖСКАЯ ОБЛАСТЬ, Г. ВОРОНЕЖ, УЛ. ВОЛОДАРСКОГО, Д.41","51.6595784, 39.2055046",действующая,05-12-2025,15-01-1996,366601001,1023601570310,04-12-2002,20401000000,20701000001,42615661,4210007,14,85.14,2014,75403,Муниципальное бюджетное учреждение,МБУ,2014,ДИРЕКТОР,Фурсенко Надежда Тихоновна,0,головная организация
Воронеж,МБОУ ГИМНАЗИЯ ИМ. АКАДЕМИКА Н.Г.БАСОВА,МУНИЦИПАЛЬНОЕ БЮДЖЕТНОЕ ОБЩЕОБРАЗОВАТЕЛЬНОЕ УЧРЕЖДЕНИЕ ГИМНАЗИЯ ИМ. АКАДЕМИКА Н.Г.БАСОВА ПРИ ВОРОНЕЖСКОМ ГОСУДАРСТВЕННОМ УНИВЕРСИТЕТЕ,общеобразовательная организация,3666036728,"394000, ВОРОНЕЖСКАЯ ОБЛАСТЬ, Г. ВОРОНЕЖ, УЛ. КАРЛА МАРКСА, Д.57, --, --","51.6658126, 39.2022562",действующая,06-02-2025,30-03-1999,366601001,1023601540269,08-10-2002,20401000000,20701000001,35854690,4210007,14,85.13,2014,75403,Муниципальное бюджетное учреждение,МБУ,2014,ДИРЕКТОР,Бочарова Марина Викторовна,0,головная организация
Воронеж,МБОУ ГИМНАЗИЯ ИМ. И.А.БУНИНА,МУНИЦИПАЛЬНОЕ БЮДЖЕТНОЕ ОБЩЕОБРАЗОВАТЕЛЬНОЕ УЧРЕЖДЕНИЕ ГОРОДСКОГО ОКРУГА ГОРОД ВОРОНЕЖ ГИМНАЗИЯ ИМЕНИ И.А. БУНИНА,общеобразовательная организация,3665034118,"394065, ВОРОНЕЖСКАЯ ОБЛАСТЬ, Г.О. ГОРОД ВОРОНЕЖ, Г ВОРОНЕЖ, УЛ МОЛОДОГВАРДЕЙЦЕВ, Д. 17","51.6488655, 39.128691",действующая,13-02-2025,02-07-1998,366501001,1023601573764,10-12-2002,20401000000,20701000001,10630660,4210007,14,85.13,2014,75403,Муниципальное бюджетное учреждение,МБУ,2014,ДИРЕКТОР,Жигалова Елена Львовна,0,головная организация
Воронеж,МБОУ ЛИЦЕЙ № 3,МУНИЦИПАЛЬНОЕ БЮДЖЕТНОЕ ОБЩЕОБРАЗОВАТЕЛЬНОЕ УЧРЕЖДЕНИЕ ЛИЦЕЙ № 3,общеобразовательная организация,3661014671,"394063, ВОРОНЕЖСКАЯ ОБЛАСТЬ, Г. ВОРОНЕЖ, УЛ. ПЕРЕВЕРТКИНА, Д.25","51.6906633, 39.2592895",действующая,05-02-2025,28-05-1998,366101001,1023601569970,04-12-2002,20401000000,20701000001,45956003,4210007,14,85.13,2014,75403,Муниципальное бюджетное учреждение,МБУ,2014,ДИРЕКТОР,Канин Леонид Иванович,0,головная организация
Воронеж,МБОУ ЛИЦЕЙ № 4,МУНИЦИПАЛЬНОЕ БЮДЖЕТНОЕ ОБЩЕОБРАЗОВАТЕЛЬНОЕ УЧРЕЖДЕНИЕ ЛИЦЕЙ № 4,общеобразовательная организация,3662064918,"394088, ВОРОНЕЖСКАЯ ОБЛАСТЬ, Г. ВОРОНЕЖ, УЛ. ГЕНЕРАЛА ЛИЗЮКОВА, Д.87, -, -","51.705544, 39.142697",действующая,23-01-2025,19-03-2002,366201001,1033600016691,27-01-2003,20401000000,20701000001,47802416,4210007,14,85.14,2014,75403,Муниципальное бюджетное учреждение,МБУ,2014,ДИРЕКТОР,Викторов Константин Георгиевич,0,головная организация
Воронеж,МБОУ ЛИЦЕЙ № 5,МУНИЦИПАЛЬНОЕ БЮДЖЕТНОЕ ОБЩЕОБРАЗОВАТЕЛЬНОЕ УЧРЕЖДЕНИЕ ЛИЦЕЙ № 5,общеобразовательная организация,3665033795,"394065, ВОРОНЕЖСКАЯ ОБЛАСТЬ, Г. ВОРОНЕЖ, УЛ. МОЛОДОГВАРДЕЙЦЕВ, Д. 18","51.6488802, 39.1260569",действующая,10-02-2025,22-11-2001,366501001,1023601576426,15-12-2002,20401000000,20701000001,03017840,4210007,14,85.13,2014,75403,Муниципальное бюджетное учреждение,МБУ,2014,ДИРЕКТОР,Седых Сергей Николаевич,0,головная организация
Воронеж,МБОУ ЛИЦЕЙ № 6,МУНИЦИПАЛЬНОЕ БЮДЖЕТНОЕ ОБЩЕОБРАЗОВАТЕЛЬНОЕ УЧРЕЖДЕНИЕ ЛИЦЕЙ № 6,общеобразовательная организация,3663041381,"394007, ВОРОНЕЖСКАЯ ОБЛАСТЬ, Г. ВОРОНЕЖ, ПР-КТ ЛЕНИНСКИЙ, Д.115А","51.6696472, 39.248902",действующая,08-02-2025,23-09-1998,366301001,1023601589186,30-12-2002,20401000000,20701000001,31262656,4210007,14,85.14,2014,75403,Муниципальное бюджетное учреждение,МБУ,2014,ДИРЕКТОР,Золотарева Лариса Анатольевна,0,головная организация
Воронеж,МБОУ ЛИЦЕЙ № 7,МУНИЦИПАЛЬНОЕ БЮДЖЕТНОЕ ОБЩЕОБРАЗОВАТЕЛЬНОЕ УЧРЕЖДЕНИЕ ЛИЦЕЙ № 7,общеобразовательная организация,3666051003,"394036, ВОРОНЕЖСКАЯ ОБЛАСТЬ, Г ВОРОНЕЖ, УЛ СТУДЕНЧЕСКАЯ, Д. 29","51.6706792, 39.2016662",действующая,05-02-2025,20-03-2002,366601001,1033600017769,27-01-2003,20401000000,20701000001,10629302,4210007,14,85.14,2014,75403,Муниципальное бюджетное учреждение,МБУ,2014,ДИРЕКТОР,Пополитова Елена Васильевна,0,головная организация
Воронеж,МБОУ ЛИЦЕЙ №8,МУНИЦИПАЛЬНОЕ БЮДЖЕТНОЕ ОБЩЕОБРАЗОВАТЕЛЬНОЕ УЧРЕЖДЕНИЕ ЛИЦЕЙ № 8,общеобразовательная организация,3662050295,"394088, ВОРОНЕЖСКАЯ ОБЛАСТЬ, Г. ВОРОНЕЖ, УЛ. ГЕНЕРАЛА ЛИЗЮКОВА, Д.52","51.707945, 39.153605",действующая,27-01-2025,09-06-1998,366201001,1023601610273,22-08-2002,20401000000,20701000001,57708084,4210007,14,85.13,2014,75403,Муниципальное бюджетное учреждение,МБУ,2014,ДИРЕКТОР,Алексенко Татьяна Борисовна,0,головная организация
Нововоронеж,МБОУ НОВОВОРОНЕЖСКАЯ СОШ №1,"МУНИЦИПАЛЬНОЕ БЮДЖЕТНОЕ ОБЩЕОБРАЗОВАТЕЛЬНОЕ УЧРЕЖДЕНИЕ ""СРЕДНЯЯ ОБЩЕОБРАЗОВАТЕЛЬНАЯ ШКОЛА №1 ГОРОДСКОГО ОКРУГА ГОРОД НОВОВОРОНЕЖ""",общеобразовательная организация,3651005491,"396070, ВОРОНЕЖСКАЯ ОБЛАСТЬ, Г. НОВОВОРОНЕЖ, УЛ. ЛЕНИНА, Д. 10","51.3093189, 39.2137492",действующая,06-02-2025,21-12-2000,365101001,1023601497116,17-12-2002,20427000000,20727000001,54690231,4210007,14,85.14,2014,75403,Муниципальное бюджетное учреждение,МБУ,2014,ДИРЕКТОР,Бокарева Наталия Викторовна,0,головная организация
Воронеж,МБОУ ООШ № 42,МУНИЦИПАЛЬНОЕ БЮДЖЕТНОЕ ОБЩЕОБРАЗОВАТЕЛЬНОЕ УЧРЕЖДЕНИЕ ОСНОВНАЯ ОБЩЕОБРАЗОВАТЕЛЬНАЯ ШКОЛА № 42,общеобразовательная организация,3666050987,"394024, ВОРОНЕЖСКАЯ ОБЛАСТЬ, Г. ВОРОНЕЖ, ПЕР. СОВЕТСКИЙ, Д.2","51.6922931, 39.2131257",действующая,13-02-2025,08-06-1998,366601001,1033600026316,31-01-2003,20401000000,20701000001,57708339,4210007,14,85.13,2014,75403,Муниципальное бюджетное учреждение,МБУ,2014,ДИРЕКТОР,Левшина Елена Ивановна,0,головная организация
Воронеж,МБОУ ООШ № 7,МУНИЦИПАЛЬНОЕ БЮДЖЕТНОЕ ОБЩЕОБРАЗОВАТЕЛЬНОЕ УЧРЕЖДЕНИЕ ОСНОВНАЯ ОБЩЕОБРАЗОВАТЕЛЬНАЯ ШКОЛА № 7,общеобразовательная организация,3663036769,"394073, ВОРОНЕЖСКАЯ ОБЛАСТЬ, Г. ВОРОНЕЖ, УЛ. ТАВРОВСКАЯ, Д.57","51.5535073, 39.1910041",действующая,07-02-2025,06-06-2001,366301001,1033600037459,06-02-2003,20401000000,20701000001,57706582,4210007,14,85.13,2014,75403,Муниципальное бюджетное учреждение,МБУ,2014,ДИРЕКТОР,Баранова Надежда Анатольевна,0,головная организация
Воронеж,МБОУ ООШ №96,МУНИЦИПАЛЬНОЕ БЮДЖЕТНОЕ ОБЩЕОБРАЗОВАТЕЛЬНОЕ УЧРЕЖДЕНИЕ ОСНОВНАЯ ОБЩЕОБРАЗОВАТЕЛЬНАЯ ШКОЛА №96,общеобразовательная организация,3663023022,"394093, ВОРОНЕЖСКАЯ ОБЛАСТЬ, Г. ВОРОНЕЖ, УЛ. БОЛЬШАЯ СОВЕТСКАЯ, Д.35 Б","51.5191836, 39.1472991",действующая,02-02-2025,03-04-1997,366301001,1033600064959,26-02-2003,20401000000,20701000001,45955512,4210007,14,85.13,2014,75403,Муниципальное бюджетное учреждение,МБУ,2014,ДИРЕКТОР,Подвигина Зоя Федоровна,0,головная организация
Воронеж,МБОУ ОСОШ № 11,МУНИЦИПАЛЬНОЕ БЮДЖЕТНОЕ ОБЩЕОБРАЗОВАТЕЛЬНОЕ УЧРЕЖДЕНИЕ ОТКРЫТАЯ (СМЕННАЯ) ОБЩЕОБРАЗОВАТЕЛЬНАЯ ШКОЛА № 11,общеобразовательная организация,3666051010,"394036, ВОРОНЕЖСКАЯ ОБЛАСТЬ, Г ВОРОНЕЖ, УЛ КОМИССАРЖЕВСКОЙ, Д. 17","51.6718875, 39.1993173",действующая,25-05-2025,13-11-1998,366601001,1033600027493,03-02-2003,20401000000,20701000001,49746722,4210007,14,85.13,2014,75403,Муниципальное бюджетное учреждение,МБУ,2014,ДИРЕКТОР,Чикунова Оксана Петровна,0,головная организация
Воронеж,"МБОУ ОЦ ""СОДРУЖЕСТВО""","МУНИЦИПАЛЬНОЕ БЮДЖЕТНОЕ ОБЩЕОБРАЗОВАТЕЛЬНОЕ УЧРЕЖДЕНИЕ ОБРАЗОВАТЕЛЬНЫЙ ЦЕНТР ""СОДРУЖЕСТВО""",общеобразовательная организация,3666266376,"394087, ВОРОНЕЖСКАЯ ОБЛАСТЬ, Г.О. ГОРОД ВОРОНЕЖ, Г ВОРОНЕЖ, УЛ АКАДЕМИКА КОНОПАТОВА, Д. 9","51.729803, 39.18533",действующая,28-08-2025,16-03-2023,366601001,1233600004890,16-03-2023,20401000000,20701000001,71058121,4210007,14,85.13,2014,75403,Муниципальное бюджетное учреждение,МБУ,2014,ДИРЕКТОР,Струкова Ольга Егоровна,0,головная организация
Воронеж,МБОУ СОШ № 1 С УИОП,МУНИЦИПАЛЬНОЕ БЮДЖЕТНОЕ ОБЩЕОБРАЗОВАТЕЛЬНОЕ УЧРЕЖДЕНИЕ СРЕДНЯЯ ОБЩЕОБРАЗОВАТЕЛЬНАЯ ШКОЛА С УГЛУБЛЕННЫМ ИЗУЧЕНИЕМ ОТДЕЛЬНЫХ ПРЕДМЕТОВ № 1,общеобразовательная организация,3662041950,"394077, ВОРОНЕЖСКАЯ ОБЛАСТЬ, Г. ВОРОНЕЖ, УЛ. ВЛАДИМИРА НЕВСКОГО, Д.75","51.7219651, 39.1750239",действующая,07-02-2025,28-02-1996,366201001,1023601578098,16-12-2002,20401000000,20701000001,42622394,4210007,14,85.14,2014,75403,Муниципальное бюджетное учреждение,МБУ,2014,ДИРЕКТОР,Козлов Алексей Васильевич,0,головная организация
